code,title,genre,summering,first_day,production_year,movie_director,star_actor,img,synopsis
20224965,DC 리그 오브 슈퍼-펫 (DC League of Super-Pets),애니메이션(2),"장편 | 일반영화 | 애니메이션, 액션, 어드벤처 | 105분 15초 | 전체관람가 | 미국",2022-08-10,2022년,자레드 스턴|샘 레빈,드웨인 존슨 | 케빈 하트 | 키아누 리브스 | 존 크래신스키,https://www.kobis.or.kr/common/mast/movie/2022/07/thumb_x192/thn_bb588dea34e24c25bbc43f01ea296fa2.jpg,"슈퍼 히어로가 위험에 빠지면 세상은 누가 구하개~?

하룻강아지 시절, 슈퍼맨과 함께 크립톤 행성에서 지구로 오게 된 슈퍼독 ‘크립토’
환상의 콤비 슈퍼맨과 힘을 합쳐 메트로폴리스를 지키며 평화로운 일상을 보내던 어느 날,
악당 ‘렉스 루터’와 기니피그 ‘룰루’의 계략으로
슈퍼맨과 저스티스 리그의 슈퍼 히어로들이 위험에 처한다.

절체절명의 순간에 초능력을 잃어버리고만 ‘크립토’는
보호소에 떨어진 크립토나이트의 힘으로 어쩌다 슈퍼 펫이 된 유기동물
철벽방어 댕댕이 ‘에이스’, 위대한 꿀꿀이 ‘피비’, 초고속 거북이 ‘머튼’, 썬더볼트 다람쥐 ‘칩’에게 도움을 요청하는데…
‘크립토’와 어딘가 어설픈 슈퍼 펫 친구들은 저스티스 리그 멤버들을 구할 수 있을까?

슈퍼 히어로 지키는 슈퍼 펫 군단의 파워 댕댕 어드벤처가 온다!"
20208429,D언덕의 살인사건 (Murder on D. Street),미스터리,장편 | 일반영화 | 미스터리 | 114분 0초 | 일본,해당정보없음,2015년,,,https://www.kobis.or.kr/kobis/web/comm/images/noimage289.jpg,"일본의 대표적 추리소설가 '에도가와 란포' 단편 소설 원작 에로틱 스릴러!

D언덕의 소바가게 주인이 의문의 죽음을 맞고, 경찰은 이를 자살사건으로 확정짓는다.
하지만 명탐정 '아케치'와 아내 '후미오'는 타살이라고 확신하며 독자적으로 수사를 진행한다.
이윽고 관계자들 간의 숨겨진 인간관계와 그들의 끝없는 욕망이 수면 위로 드러나며
명탐점 '아케치'는 점점 진상에 다가가는데…"
