code,title,genre,summering,first_day,production_year,movie_director,star_actor,img,synopsis
20230007,TAR 타르 (TAR),드라마,장편 | 일반영화 | 드라마 | 158분 2초 | 15세이상관람가 | 미국,2023-02-22,2022년,토드 필드,케이트 블란쳇 | 노에미 멜랑 | 니나 호스,https://www.kobis.or.kr/common/mast/movie/2023/01/thumb_x192/thn_b5a8ebc08a464c909bfeec48c67d920a.jpg,"무대를 장악하는 마에스트로, 욕망을 불태우는 괴물,
베를린 필하모닉 최초의 여성 지휘자 리디아 타르.

이 이야기는 그녀의 정점에서 시작된다."
20212116,T.K.G 저스티스 (TKG: The Kids of Grove),스릴러,장편 | 일반영화 | 스릴러 | 115분 13초 | 호주,해당정보없음,2020년,,,https://www.kobis.or.kr/kobis/web/comm/images/noimage289.jpg,"유난히 길었던 한 주를 마무리한 라이트 부동산 투자 회사 직원들은 동네 갱단과의 혈투에 휘말린다. 과연 진정한 정의의 편은 누구인가? 사회 정의 구현이라는 미명 아래, 자신의 과거 행동으로 말미암아 인한 대가를 치르는 자는 누가 될 것인가?"
20190881,T-34 (T-34),전쟁(1),"장편 | 예술영화 | 전쟁, 액션 | 139분 1초 | 12세이상관람가 | 러시아",2019-06-27,2018년,알렉세이 시도로프,알렉산더 페트로브 | 이리나 스타르셴바움,https://www.kobis.or.kr/common/mast/movie/2019/05/thumb_x192/thn_218f6b10d94f4b4ab22ec87c2248813e.jpg,"역대 최강 스펙타클 탱크 액션이 온다!

소련 육군 소위 ‘이부슈킨’은 T-34 탱크와 몇 명의 대원들로 근처 도시를 공격해오는 독일군 12대의 탱크를 막으라는 명령을 받고 기적적으로 임무를 완수하지만, 독일군에게 포로로 잡히고 만다. 3년 뒤, 독일군은 포획한 T-34로 독일군 엘리트 기갑부대를 만들기 위해 포로 중 이부슈킨을 T-34 전차장 자리에 앉힌다. 이부슈킨과 동료 포로들은 T-34를 몰고 함께 탈출을 감행하는데..."
