code,title,genre,summering,first_day,production_year,movie_director,star_actor,img,synopsis
20193701,LA: 볼케이노칼립스 (Eruption: LA),액션,장편 | 일반영화 | 액션 | 86분 0초 | 12세이상관람가 | 미국,2019-07-11,2018년,숀 케인,,https://www.kobis.or.kr/common/mast/movie/2019/07/thumb_x192/thn_ad3d150a130d45e7a74bdc082ad797a3.jpg,로스앤젤레스에 진도 6.1의 지진이 발생한다. 재난 영화 시나리오 작가 조쉬는 지질학을 연구하던 어윈 박사와 박사의 친구인 할리우드 스타 캣과 함께 조사에 나선다. 조사 과정에서 조쉬 일행은 진도 6.1의 지진이 도시 전체가 사라져버릴 재난의 징조였다는 사실을 알게 되는데...
