code,title,genre,summering,first_day,production_year,movie_director,star_actor,img,synopsis
20219945,WTC 러브 스토리 (WTC a Love Story),다큐멘터리,"장편 | 일반영화 | 다큐멘터리 | 62분 0초 | 네덜란드, 벨기에",해당정보없음,2020년,,,https://www.kobis.or.kr/kobis/web/comm/images/noimage289.jpg,"1970년대에 브뤼셀 북역 주변의 인구 밀집 지역은 모더니스트적 꿈과 함께 쌍둥이 빌딩을 그 핵심으로 하는 '리틀 맨해튼'을 만들기 위해 파괴되었다. 프로젝트는 실패했고, 빌딩과 주변 지역은 대부분 버려진 상태였다. 2017년, 개인 소유주와 정치인이 힘을 합쳐 이 지역을 재활성화하고자 했다. 감독들은 정치인, 활동가, 개인 소유주, 설계자 등 이 전환 과정에 연관된 사람들을 연기하는 배우들과 함께 영화를 만들어 토론의 장에 참여하고자 했다."
